,readable,energies
167,[3 3],2.9191431999206543
168,[5 1],1.2030543088912964
169,[2 5],1.4604860544204712
170,[3 4],2.27500581741333
171,[1 6],0.601904034614563
172,[4 3],2.27500581741333
173,[6 1],0.6019040942192078
174,[4 3],2.27500581741333
175,[3 4],2.27500581741333
176,[4 3],2.27500581741333
177,[2 5],1.4604860544204712
178,[3 4],2.27500581741333
179,[4 3],2.27500581741333
180,[1 6],0.601904034614563
181,[4 3],2.27500581741333
182,[2 5],1.4604860544204712
183,[3 4],2.27500581741333
184,[5 2],1.4604861736297607
185,[3 4],2.27500581741333
186,[3 4],2.27500581741333
187,[4 3],2.27500581741333
188,[1 6],0.601904034614563
189,[5 2],1.4604861736297607
190,[4 3],2.27500581741333
191,[6 1],0.6019040942192078
192,[4 3],2.27500581741333
193,[3 4],2.27500581741333
194,[0 7],0.1592472791671753
195,[5 2],1.4604861736297607
196,[1 6],0.601904034614563
197,[3 5],1.4205846786499023
198,[4 4],1.7730035781860352
199,[4 4],1.7730035781860352
200,[4 4],1.7730035781860352
201,[2 6],0.7307005524635315
202,[5 3],1.4205846786499023
203,[6 2],0.7307006120681763
204,[2 6],0.7307005524635315
205,[2 6],0.7307005524635315
206,[4 4],1.7730035781860352
207,[6 2],0.7307006120681763
208,[5 3],1.4205846786499023
209,[5 3],1.4205846786499023
210,[6 2],0.7307006120681763
211,[2 6],0.7307005524635315
212,[3 5],1.4205846786499023
213,[5 3],1.4205846786499023
214,[3 5],1.4205846786499023
215,[3 5],1.4205846786499023
216,[5 3],1.4205846786499023
217,[4 5],1.107118844985962
218,[6 3],0.710737407207489
219,[4 5],1.107118844985962
220,[2 7],0.2929132282733917
221,[4 5],1.107118844985962
222,[6 3],0.710737407207489
223,[6 3],0.710737407207489
224,[3 6],0.7107373476028442
225,[2 7],0.2929132282733917
226,[3 6],0.7107373476028442
227,[7 2],0.2929132282733917
228,[7 3],0.2849106788635254
229,[3 7],0.2849106788635254
230,[1 9],0.019943349063396454
231,[6 4],0.5539063215255737
232,[4 6],0.5539062023162842
233,[5 5],0.6913196444511414
234,[6 4],0.5539063215255737
235,[6 4],0.5539063215255737
236,[3 7],0.2849106788635254
237,[5 5],0.6913196444511414
238,[5 6],0.34587642550468445
239,[8 3],0.0915093719959259
240,[7 4],0.22204233705997467
241,[1 10],0.019943349063396454
242,[7 4],0.22204233705997467
243,[6 5],0.34587642550468445
244,[7 5],0.13865019381046295
245,[11 1],0.07749678194522858
246,[5 7],0.13865016400814056
247,[8 4],0.07131693512201309
248,[5 8],0.04453252628445625
249,[11 2],0.09407967329025269
250,[12 1],0.24128307402133942
251,[8 5],0.04453252628445625
252,[13 0],0.39725786447525024
253,[2 11],0.09407967329025269
254,[13 0],0.39725786447525024
255,[0 13],0.39725786447525024
256,[1 13],0.601904034614563
257,[2 12],0.2929132282733917
258,[1 13],0.601904034614563
259,[14 0],0.7940182685852051
260,[13 1],0.6019040942192078
261,[14 1],1.2030543088912964
262,[15 0],1.271586298942566
263,[14 1],1.2030543088912964
264,[0 15],1.271586298942566
265,[15 0],1.271586298942566
266,[15 0],1.271586298942566
267,[2 13],0.7307005524635315
268,[4 11],0.07131693512201309
269,[2 13],0.7307005524635315
270,[15 0],1.271586298942566
271,[0 15],1.271586298942566
272,[1 14],1.2030543088912964
273,[0 15],1.271586298942566
274,[15 0],1.271586298942566
275,[3 12],0.2849106788635254
276,[12 3],0.2849106788635254
277,[1 14],1.2030543088912964
278,[0 15],1.271586298942566
279,[3 12],0.2849106788635254
280,[4 11],0.07131693512201309
281,[1 14],1.2030543088912964
282,[1 14],1.2030543088912964
283,[1 14],1.2030543088912964
284,[15 0],1.271586298942566
285,[0 15],1.271586298942566
286,[0 15],1.271586298942566
287,[14 1],1.2030543088912964
288,[14 1],1.2030543088912964
289,[2 13],0.7307005524635315
290,[0 15],1.271586298942566
291,[13 2],0.7307006120681763
292,[14 1],1.2030543088912964
293,[2 13],0.7307005524635315
294,[1 15],1.9266401529312134
295,[0 16],1.631618857383728
296,[1 15],1.9266401529312134
297,[16 0],1.631618857383728
298,[3 13],0.7107373476028442
299,[1 15],1.9266401529312134
300,[1 15],1.9266401529312134
301,[0 16],1.631618857383728
302,[15 1],1.9266401529312134
303,[16 0],1.631618857383728
304,[1 15],1.9266401529312134
305,[1 15],1.9266401529312134
306,[14 2],1.4604861736297607
307,[1 15],1.9266401529312134
308,[15 1],1.9266401529312134
309,[12 4],0.22204233705997467
310,[14 2],1.4604861736297607
311,[16 0],1.631618857383728
312,[3 13],0.7107373476028442
313,[14 2],1.4604861736297607
314,[1 15],1.9266401529312134
315,[1 15],1.9266401529312134
316,[4 12],0.22204233705997467
317,[13 3],0.710737407207489
318,[0 16],1.631618857383728
319,[14 2],1.4604861736297607
320,[15 1],1.9266401529312134
321,[14 2],1.4604861736297607
322,[0 16],1.631618857383728
323,[1 15],1.9266401529312134
324,[1 15],1.9266401529312134
325,[1 15],1.9266401529312134
326,[14 2],1.4604861736297607
327,[4 12],0.22204233705997467
328,[2 14],1.4604860544204712
329,[0 17],1.67744779586792
330,[5 12],0.13865016400814056
331,[15 2],2.3389062881469727
332,[16 1],2.472142457962036
333,[2 15],2.3389062881469727
334,[2 15],2.3389062881469727
335,[17 0],1.67744779586792
336,[16 1],2.472142457962036
337,[1 16],2.472142457962036
338,[16 1],2.472142457962036
339,[2 15],2.3389062881469727
340,[15 2],2.3389062881469727
341,[0 17],1.67744779586792
342,[17 0],1.67744779586792
343,[0 17],1.67744779586792
344,[13 4],0.5539063215255737
345,[16 1],2.472142457962036
346,[15 2],2.3389062881469727
347,[0 17],1.67744779586792
348,[2 15],2.3389062881469727
349,[1 16],2.472142457962036
350,[3 14],1.4205846786499023
351,[16 1],2.472142457962036
352,[1 16],2.472142457962036
353,[1 16],2.472142457962036
354,[3 14],1.4205846786499023
355,[1 16],2.472142457962036
356,[15 2],2.3389062881469727
357,[14 3],1.4205846786499023
358,[1 16],2.472142457962036
359,[16 1],2.472142457962036
360,[16 1],2.472142457962036
361,[2 15],2.3389062881469727
362,[1 16],2.472142457962036
363,[2 15],2.3389062881469727
364,[16 1],2.472142457962036
365,[15 2],2.3389062881469727
366,[1 16],2.472142457962036
367,[0 17],1.67744779586792
368,[11 6],0.02228020876646042
369,[15 2],2.3389062881469727
370,[0 17],1.67744779586792
371,[2 15],2.3389062881469727
372,[13 4],0.5539063215255737
373,[14 3],1.4205846786499023
374,[0 17],1.67744779586792
375,[2 15],2.3389062881469727
376,[2 15],2.3389062881469727
377,[4 13],0.5539062023162842
378,[2 15],2.3389062881469727
379,[0 17],1.67744779586792
380,[3 14],1.4205846786499023
381,[2 15],2.3389062881469727
382,[2 15],2.3389062881469727
383,[1 16],2.472142457962036
384,[17 0],1.67744779586792
385,[1 16],2.472142457962036
386,[15 2],2.3389062881469727
387,[15 2],2.3389062881469727
388,[1 16],2.472142457962036
389,[13 5],0.34587642550468445
390,[4 14],1.107118844985962
391,[4 14],1.107118844985962
392,[16 2],3.001136064529419
393,[3 15],2.27500581741333
394,[2 16],3.001136064529419
395,[17 1],2.5415802001953125
396,[3 15],2.27500581741333
397,[18 0],1.3817733526229858
398,[12 6],0.06936853379011154
399,[3 15],2.27500581741333
400,[1 17],2.5415802001953125
401,[3 15],2.27500581741333
402,[15 3],2.27500581741333
403,[16 2],3.001136064529419
404,[18 0],1.3817733526229858
405,[6 12],0.06936853379011154
406,[16 2],3.001136064529419
407,[1 17],2.5415802001953125
408,[17 1],2.5415802001953125
409,[17 1],2.5415802001953125
410,[14 4],1.107118844985962
411,[2 16],3.001136064529419
412,[2 16],3.001136064529419
413,[4 14],1.107118844985962
414,[17 1],2.5415802001953125
415,[1 17],2.5415802001953125
416,[3 15],2.27500581741333
417,[16 2],3.001136064529419
418,[17 1],2.5415802001953125
419,[15 3],2.27500581741333
420,[3 15],2.27500581741333
421,[17 1],2.5415802001953125
422,[1 17],2.5415802001953125
423,[15 3],2.27500581741333
424,[16 2],3.001136064529419
425,[16 2],3.001136064529419
426,[15 3],2.27500581741333
427,[15 3],2.27500581741333
428,[1 17],2.5415802001953125
429,[17 1],2.5415802001953125
430,[2 16],3.001136064529419
431,[18 0],1.3817733526229858
432,[17 1],2.5415802001953125
433,[15 3],2.27500581741333
434,[2 16],3.001136064529419
435,[0 18],1.3817733526229858
436,[18 0],1.3817733526229858
437,[4 14],1.107118844985962
438,[16 2],3.001136064529419
439,[4 14],1.107118844985962
440,[4 14],1.107118844985962
441,[1 17],2.5415802001953125
442,[2 16],3.001136064529419
443,[4 14],1.107118844985962
444,[16 2],3.001136064529419
445,[2 16],3.001136064529419
446,[0 18],1.3817733526229858
447,[15 3],2.27500581741333
448,[1 17],2.5415802001953125
449,[17 1],2.5415802001953125
450,[3 15],2.27500581741333
451,[4 14],1.107118844985962
452,[13 5],0.34587642550468445
453,[16 2],3.001136064529419
454,[3 15],2.27500581741333
455,[14 4],1.107118844985962
456,[4 14],1.107118844985962
457,[17 1],2.5415802001953125
458,[17 2],3.0854320526123047
459,[3 16],2.9191431999206543
460,[3 16],2.9191431999206543
461,[4 15],1.7730035781860352
462,[2 17],3.0854320526123047
463,[3 16],2.9191431999206543
464,[3 16],2.9191431999206543
465,[15 4],1.7730035781860352
466,[4 15],1.7730035781860352
467,[3 16],2.9191431999206543
468,[0 19],0.9119731187820435
469,[5 14],0.6913196444511414
470,[17 2],3.0854320526123047
471,[2 17],3.0854320526123047
472,[16 3],2.9191431999206543
473,[4 15],1.7730035781860352
474,[14 5],0.6913196444511414
475,[4 15],1.7730035781860352
476,[14 5],0.6913196444511414
477,[17 2],3.0854320526123047
478,[4 15],1.7730035781860352
479,[18 1],2.093590021133423
480,[17 2],3.0854320526123047
481,[17 2],3.0854320526123047
482,[17 2],3.0854320526123047
483,[15 4],1.7730035781860352
484,[17 2],3.0854320526123047
485,[16 3],2.9191431999206543
486,[19 0],0.9119731187820435
487,[5 14],0.6913196444511414
488,[5 14],0.6913196444511414
489,[15 4],1.7730035781860352
490,[14 5],0.6913196444511414
491,[2 17],3.0854320526123047
492,[17 2],3.0854320526123047
493,[0 19],0.9119731187820435
494,[16 3],2.9191431999206543
495,[17 2],3.0854320526123047
496,[16 3],2.9191431999206543
497,[3 16],2.9191431999206543
498,[15 4],1.7730035781860352
499,[2 17],3.0854320526123047
500,[3 16],2.9191431999206543
501,[4 15],1.7730035781860352
502,[15 4],1.7730035781860352
503,[17 2],3.0854320526123047
504,[3 16],2.9191431999206543
505,[3 16],2.9191431999206543
506,[3 16],2.9191431999206543
507,[4 15],1.7730035781860352
508,[16 3],2.9191431999206543
509,[1 18],2.093590021133423
510,[4 15],1.7730035781860352
511,[1 18],2.093590021133423
512,[16 3],2.9191431999206543
513,[18 1],2.093590021133423
514,[17 2],3.0854320526123047
515,[1 18],2.093590021133423
516,[16 3],2.9191431999206543
517,[1 18],2.093590021133423
518,[2 17],3.0854320526123047
519,[18 1],2.093590021133423
520,[16 3],2.9191431999206543
521,[2 17],3.0854320526123047
522,[2 17],3.0854320526123047
523,[4 15],1.7730035781860352
524,[1 18],2.093590021133423
525,[1 18],2.093590021133423
526,[15 4],1.7730035781860352
527,[4 15],1.7730035781860352
528,[16 3],2.9191431999206543
529,[17 2],3.0854320526123047
530,[16 3],2.9191431999206543
531,[18 1],2.093590021133423
532,[4 15],1.7730035781860352
533,[2 17],3.0854320526123047
534,[3 16],2.9191431999206543
535,[4 16],2.27500581741333
536,[15 5],1.107118844985962
537,[5 15],1.107118844985962
538,[18 2],2.5415802001953125
539,[16 4],2.27500581741333
540,[12 8],0.008931384421885014
541,[1 19],1.3817733526229858
542,[5 15],1.107118844985962
543,[17 3],3.001136064529419
544,[3 17],3.001136064529419
545,[18 2],2.5415802001953125
546,[5 15],1.107118844985962
547,[17 3],3.001136064529419
548,[19 1],1.3817733526229858
549,[18 2],2.5415802001953125
550,[3 17],3.001136064529419
551,[16 4],2.27500581741333
552,[18 2],2.5415802001953125
553,[16 4],2.27500581741333
554,[18 2],2.5415802001953125
555,[4 16],2.27500581741333
556,[1 19],1.3817733526229858
557,[17 3],3.001136064529419
558,[3 17],3.001136064529419
559,[4 16],2.27500581741333
560,[3 17],3.001136064529419
561,[14 6],0.34587642550468445
562,[17 3],3.001136064529419
563,[16 4],2.27500581741333
564,[17 3],3.001136064529419
565,[1 19],1.3817733526229858
566,[4 16],2.27500581741333
567,[3 17],3.001136064529419
568,[3 17],3.001136064529419
569,[2 18],2.5415802001953125
570,[3 17],3.001136064529419
571,[3 17],3.001136064529419
572,[17 3],3.001136064529419
573,[16 4],2.27500581741333
574,[2 18],2.5415802001953125
575,[18 2],2.5415802001953125
576,[15 5],1.107118844985962
577,[15 5],1.107118844985962
578,[2 18],2.5415802001953125
579,[2 18],2.5415802001953125
580,[2 18],2.5415802001953125
581,[3 17],3.001136064529419
582,[19 1],1.3817733526229858
583,[12 8],0.008931384421885014
584,[1 19],1.3817733526229858
585,[3 17],3.001136064529419
586,[3 17],3.001136064529419
587,[16 4],2.27500581741333
588,[17 3],3.001136064529419
589,[17 3],3.001136064529419
590,[15 5],1.107118844985962
591,[14 6],0.34587642550468445
592,[5 15],1.107118844985962
593,[19 1],1.3817733526229858
594,[4 16],2.27500581741333
595,[3 17],3.001136064529419
596,[4 16],2.27500581741333
597,[4 16],2.27500581741333
598,[18 2],2.5415802001953125
599,[1 19],1.3817733526229858
600,[2 18],2.5415802001953125
601,[5 15],1.107118844985962
602,[2 18],2.5415802001953125
603,[3 17],3.001136064529419
604,[19 1],1.3817733526229858
605,[17 4],2.3389062881469727
606,[17 4],2.3389062881469727
607,[17 4],2.3389062881469727
608,[18 3],2.472142457962036
609,[3 18],2.472142457962036
610,[18 3],2.472142457962036
611,[18 3],2.472142457962036
612,[18 3],2.472142457962036
613,[4 17],2.3389062881469727
614,[3 18],2.472142457962036
615,[16 5],1.4205846786499023
616,[4 17],2.3389062881469727
617,[19 2],1.67744779586792
618,[4 17],2.3389062881469727
619,[18 3],2.472142457962036
620,[18 3],2.472142457962036
621,[17 4],2.3389062881469727
622,[16 5],1.4205846786499023
623,[3 18],2.472142457962036
624,[19 2],1.67744779586792
625,[4 17],2.3389062881469727
626,[4 17],2.3389062881469727
627,[16 5],1.4205846786499023
628,[18 3],2.472142457962036
629,[4 17],2.3389062881469727
630,[3 18],2.472142457962036
631,[3 18],2.472142457962036
632,[18 3],2.472142457962036
633,[16 5],1.4205846786499023
634,[2 19],1.67744779586792
635,[5 16],1.4205846786499023
636,[2 19],1.67744779586792
637,[19 2],1.67744779586792
638,[15 6],0.5539062023162842
639,[18 3],2.472142457962036
640,[18 3],2.472142457962036
641,[18 3],2.472142457962036
642,[15 6],0.5539062023162842
643,[2 19],1.67744779586792
644,[5 16],1.4205846786499023
645,[2 19],1.67744779586792
646,[17 4],2.3389062881469727
647,[16 5],1.4205846786499023
648,[5 16],1.4205846786499023
649,[18 3],2.472142457962036
650,[18 3],2.472142457962036
651,[3 18],2.472142457962036
652,[17 4],2.3389062881469727
653,[3 18],2.472142457962036
654,[2 19],1.67744779586792
655,[8 13],0.02228020876646042
656,[4 17],2.3389062881469727
657,[2 19],1.67744779586792
658,[19 2],1.67744779586792
659,[19 2],1.67744779586792
660,[18 4],1.9266401529312134
661,[6 16],0.710737407207489
662,[15 7],0.22204233705997467
663,[5 17],1.4604861736297607
664,[17 5],1.4604860544204712
665,[4 18],1.9266401529312134
666,[3 19],1.631618857383728
667,[18 4],1.9266401529312134
668,[17 5],1.4604860544204712
669,[18 4],1.9266401529312134
670,[19 3],1.631618857383728
671,[16 6],0.7107373476028442
672,[4 18],1.9266401529312134
673,[18 4],1.9266401529312134
674,[17 5],1.4604860544204712
675,[18 4],1.9266401529312134
676,[3 19],1.631618857383728
677,[16 6],0.7107373476028442
678,[5 17],1.4604861736297607
679,[19 3],1.631618857383728
680,[15 7],0.22204233705997467
681,[14 8],0.04453252628445625
682,[19 3],1.631618857383728
683,[6 16],0.710737407207489
684,[3 19],1.631618857383728
685,[19 3],1.631618857383728
686,[6 16],0.710737407207489
687,[19 3],1.631618857383728
688,[3 19],1.631618857383728
689,[6 16],0.710737407207489
690,[3 19],1.631618857383728
691,[18 4],1.9266401529312134
692,[4 18],1.9266401529312134
693,[19 3],1.631618857383728
694,[6 16],0.710737407207489
695,[3 19],1.631618857383728
696,[4 18],1.9266401529312134
697,[18 4],1.9266401529312134
698,[4 19],1.271586298942566
699,[6 17],0.7307006120681763
700,[4 19],1.271586298942566
701,[17 6],0.7307005524635315
702,[7 16],0.2849106788635254
703,[5 18],1.2030543088912964
704,[8 15],0.07131693512201309
705,[19 4],1.271586298942566
706,[17 6],0.7307005524635315
707,[5 18],1.2030543088912964
708,[4 19],1.271586298942566
709,[19 4],1.271586298942566
710,[17 6],0.7307005524635315
711,[5 18],1.2030543088912964
712,[5 18],1.2030543088912964
713,[5 18],1.2030543088912964
714,[19 4],1.271586298942566
715,[18 5],1.2030543088912964
716,[19 4],1.271586298942566
717,[5 18],1.2030543088912964
718,[19 4],1.271586298942566
719,[5 18],1.2030543088912964
720,[4 19],1.271586298942566
721,[5 18],1.2030543088912964
722,[4 19],1.271586298942566
723,[4 19],1.271586298942566
724,[18 5],1.2030543088912964
725,[4 19],1.271586298942566
726,[18 5],1.2030543088912964
727,[16 7],0.2849106788635254
728,[6 17],0.7307006120681763
729,[17 6],0.7307005524635315
730,[19 4],1.271586298942566
731,[18 5],1.2030543088912964
732,[5 18],1.2030543088912964
733,[4 19],1.271586298942566
734,[19 5],0.7940181493759155
735,[19 5],0.7940181493759155
736,[19 5],0.7940181493759155
737,[5 19],0.7940182685852051
738,[11 13],0.02228020876646042
739,[5 19],0.7940182685852051
740,[17 7],0.2929132282733917
741,[6 18],0.6019040942192078
742,[19 5],0.7940181493759155
743,[5 19],0.7940182685852051
744,[7 17],0.2929132282733917
745,[11 13],0.02228020876646042
746,[19 5],0.7940181493759155
747,[12 12],0.027807505801320076
748,[18 6],0.601904034614563
749,[19 5],0.7940181493759155
750,[18 7],0.24128299951553345
751,[19 6],0.39725786447525024
752,[6 19],0.39725786447525024
753,[7 18],0.24128307402133942
754,[19 6],0.39725786447525024
755,[19 6],0.39725786447525024
756,[19 7],0.1592472791671753
757,[13 13],0.1730465590953827
758,[12 14],0.13865019381046295
759,[8 18],0.07749678194522858
760,[13 13],0.1730465590953827
761,[7 19],0.1592472791671753
762,[9 17],0.024210864678025246
763,[12 15],0.22204233705997467
764,[15 12],0.22204233705997467
765,[15 12],0.22204233705997467
766,[13 15],0.5539063215255737
767,[14 14],0.6913196444511414
768,[14 14],0.6913196444511414
769,[13 15],0.5539063215255737
770,[15 13],0.5539062023162842
771,[15 14],1.107118844985962
772,[15 14],1.107118844985962
773,[15 14],1.107118844985962
774,[13 16],0.710737407207489
775,[12 17],0.2929132282733917
776,[15 14],1.107118844985962
777,[14 15],1.107118844985962
778,[15 14],1.107118844985962
779,[14 15],1.107118844985962
780,[15 14],1.107118844985962
781,[17 13],0.7307005524635315
782,[11 19],0.05114802345633507
783,[13 17],0.7307006120681763
784,[13 17],0.7307006120681763
785,[14 16],1.4205846786499023
786,[13 17],0.7307006120681763
787,[14 16],1.4205846786499023
788,[15 15],1.7730035781860352
789,[16 14],1.4205846786499023
790,[15 15],1.7730035781860352
791,[14 16],1.4205846786499023
792,[15 15],1.7730035781860352
793,[15 15],1.7730035781860352
794,[13 17],0.7307006120681763
795,[14 16],1.4205846786499023
796,[13 17],0.7307006120681763
797,[16 14],1.4205846786499023
798,[15 15],1.7730035781860352
799,[17 13],0.7307006120681763
800,[16 14],1.4205846786499023
801,[16 14],1.4205846786499023
802,[15 15],1.7730035781860352
803,[15 15],1.7730035781860352
804,[17 13],0.7307005524635315
805,[16 15],2.27500581741333
806,[16 15],2.27500581741333
807,[15 16],2.27500581741333
808,[13 18],0.6019040942192078
809,[15 16],2.27500581741333
810,[18 13],0.601904034614563
811,[13 18],0.6019040942192078
812,[15 16],2.27500581741333
813,[17 14],1.4604860544204712
814,[16 15],2.27500581741333
815,[15 16],2.27500581741333
816,[14 17],1.4604861736297607
817,[15 16],2.27500581741333
818,[16 15],2.27500581741333
819,[15 16],2.27500581741333
820,[15 16],2.27500581741333
821,[15 16],2.27500581741333
822,[18 13],0.601904034614563
823,[16 15],2.27500581741333
824,[16 15],2.27500581741333
825,[15 16],2.27500581741333
826,[16 15],2.27500581741333
827,[15 16],2.27500581741333
828,[15 16],2.27500581741333
829,[15 16],2.27500581741333
830,[16 15],2.27500581741333
831,[15 16],2.27500581741333
832,[14 17],1.4604861736297607
833,[17 15],2.3389062881469727
834,[15 17],2.3389062881469727
835,[14 18],1.2030543088912964
836,[19 13],0.39725786447525024
837,[15 17],2.3389062881469727
838,[16 16],2.9191431999206543
839,[16 16],2.9191431999206543
840,[15 17],2.3389062881469727
841,[14 18],1.2030543088912964
842,[17 15],2.3389062881469727
843,[17 15],2.3389062881469727
844,[16 16],2.9191431999206543
845,[18 14],1.2030543088912964
846,[16 16],2.9191431999206543
847,[13 19],0.39725786447525024
848,[13 19],0.39725786447525024
849,[16 16],2.9191431999206543
850,[14 18],1.2030543088912964
851,[17 15],2.3389062881469727
852,[17 15],2.3389062881469727
853,[17 15],2.3389062881469727
854,[15 17],2.3389062881469727
855,[15 17],2.3389062881469727
856,[13 19],0.39725786447525024
857,[18 14],1.2030543088912964
858,[13 19],0.39725786447525024
859,[16 16],2.9191431999206543
860,[19 13],0.39725786447525024
861,[16 16],2.9191431999206543
862,[13 19],0.39725786447525024
863,[16 16],2.9191431999206543
864,[17 16],3.001136064529419
865,[17 16],3.001136064529419
866,[18 15],1.9266401529312134
867,[15 18],1.9266401529312134
868,[17 16],3.001136064529419
869,[17 16],3.001136064529419
870,[18 15],1.9266401529312134
871,[16 17],3.001136064529419
872,[16 17],3.001136064529419
873,[15 18],1.9266401529312134
874,[16 17],3.001136064529419
875,[18 15],1.9266401529312134
876,[15 18],1.9266401529312134
877,[17 16],3.001136064529419
878,[15 18],1.9266401529312134
879,[16 17],3.001136064529419
880,[16 17],3.001136064529419
881,[15 18],1.9266401529312134
882,[16 17],3.001136064529419
883,[17 16],3.001136064529419
884,[19 14],0.7940181493759155
885,[15 18],1.9266401529312134
886,[17 16],3.001136064529419
887,[19 14],0.7940181493759155
888,[14 19],0.7940182685852051
889,[16 17],3.001136064529419
890,[18 15],1.9266401529312134
891,[16 17],3.001136064529419
892,[16 17],3.001136064529419
893,[18 15],1.9266401529312134
894,[16 17],3.001136064529419
895,[16 17],3.001136064529419
896,[19 14],0.7940181493759155
